"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Seated Cable Row - V Grip (Cable)",,"",7,"normal",80,10,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Standing Military Press (Barbell)",,"",0,"normal",20,16,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Standing Military Press (Barbell)",,"",1,"normal",20,16,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Standing Military Press (Barbell)",,"",2,"normal",30,10,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Standing Military Press (Barbell)",,"",3,"normal",30,10,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Standing Military Press (Barbell)",,"",4,"normal",35,8,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Standing Military Press (Barbell)",,"",5,"normal",40,5,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Chin Up (Weighted)",,"",0,"normal",,8,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Chin Up (Weighted)",,"",1,"normal",,8,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Chin Up (Weighted)",,"",2,"normal",,8,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Chin Up (Weighted)",,"",3,"normal",,5,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Dumbbell Row",,"",0,"normal",25,20,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Dumbbell Row",,"",1,"normal",30,20,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Dumbbell Row",,"",2,"normal",30,20,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Dumbbell Row",,"",3,"normal",35,12,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Dumbbell Row",,"",4,"normal",35,12,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Pull Up (Weighted)",,"",0,"normal",,6,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Pull Up (Weighted)",,"",1,"normal",,5,,,
"Upper Body","4 Nov 2023, 13:47","4 Nov 2023, 15:37","","Pull Up (Weighted)",,"",2,"normal",,5,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Decline Crunch (Weighted)",,"",0,"normal",,30,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Decline Crunch (Weighted)",,"",1,"normal",15,20,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Decline Crunch (Weighted)",,"",2,"normal",15,20,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Decline Crunch (Weighted)",,"",3,"normal",25,12,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Decline Crunch (Weighted)",,"",4,"normal",25,14,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,20,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Back Extension (Weighted Hyperextension)",,"",1,"normal",,20,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Back Extension (Weighted Hyperextension)",,"",2,"normal",,26,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Back Extension (Weighted Hyperextension)",,"",3,"normal",,28,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Back Extension (Weighted Hyperextension)",,"",4,"normal",,2,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Side Bend (Dumbbell)",,"",0,"normal",25,40,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Side Bend (Dumbbell)",,"",1,"normal",30,40,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Side Bend (Dumbbell)",,"",2,"normal",30,40,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Side Bend (Dumbbell)",,"",3,"normal",35,40,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Side Bend (Dumbbell)",,"",4,"normal",35,40,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Front Squat",,"",0,"normal",40,20,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Front Squat",,"",1,"normal",60,15,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Front Squat",,"",2,"normal",60,15,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Front Squat",,"",3,"normal",70,12,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Front Squat",,"",4,"normal",70,12,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Front Squat",,"",5,"normal",80,8,,,
"Light core","3 Nov 2023, 17:36","3 Nov 2023, 19:06","","Front Squat",,"",6,"normal",80,8,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Shoulder Press (Dumbbell)",,"",0,"warmup",35,12,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Shoulder Press (Dumbbell)",,"",1,"normal",35,18,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Shoulder Press (Dumbbell)",,"",2,"normal",45,8,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Shoulder Press (Dumbbell)",,"",3,"normal",45,12,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Shoulder Press (Dumbbell)",,"",4,"normal",55,4,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Shoulder Press (Dumbbell)",,"",5,"normal",55,6,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Shoulder Press (Dumbbell)",,"",6,"normal",55,5,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Shoulder Press (Dumbbell)",,"",7,"normal",35,18,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Cross Body Hammer Curl",,"",0,"warmup",35,20,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Cross Body Hammer Curl",,"",1,"normal",35,20,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Cross Body Hammer Curl",,"",2,"normal",30,20,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Cross Body Hammer Curl",,"",3,"normal",30,16,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Cross Body Hammer Curl",,"",4,"normal",30,20,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Reverse Curl (Barbell)",,"",0,"normal",20,18,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Reverse Curl (Barbell)",,"",1,"normal",20,18,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Reverse Curl (Barbell)",,"",2,"normal",30,16,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Reverse Curl (Barbell)",,"",3,"normal",30,16,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Reverse Curl (Barbell)",,"",4,"normal",30,16,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Reverse Curl (Barbell)",,"",5,"normal",20,18,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Lateral Raise (Dumbbell)",,"",2,"normal",25,12,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Seated Incline Curl (Dumbbell)",,"",0,"normal",20,12,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Seated Incline Curl (Dumbbell)",,"",1,"normal",20,12,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Seated Incline Curl (Dumbbell)",,"",2,"normal",24,6,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Seated Incline Curl (Dumbbell)",,"",3,"normal",24,6,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Seated Incline Curl (Dumbbell)",,"",4,"normal",24,6,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Preacher Curl (Barbell)",,"",0,"normal",10,24,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Preacher Curl (Barbell)",,"",1,"normal",20,15,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Preacher Curl (Barbell)",,"",2,"normal",20,16,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Preacher Curl (Barbell)",,"",3,"normal",20,16,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Preacher Curl (Barbell)",,"",4,"normal",20,16,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Preacher Curl (Barbell)",,"",5,"normal",20,16,,,
"Arms","2 Nov 2023, 17:58","2 Nov 2023, 19:29","","Preacher Curl (Barbell)",,"",6,"normal",10,30,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Squat (Barbell)",,"",0,"warmup",60,8,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Squat (Barbell)",,"",1,"normal",100,6,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Squat (Barbell)",,"",2,"normal",100,8,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Squat (Barbell)",,"",3,"normal",120,4,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Squat (Barbell)",,"",4,"normal",120,4,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Squat (Barbell)",,"",5,"normal",130,2,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Squat (Barbell)",,"",6,"normal",140,1,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Squat (Barbell)",,"",7,"normal",100,8,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Squat (Barbell)",,"",8,"normal",120,3,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Squat (Barbell)",,"",9,"normal",120,3,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Deadlift (Barbell)",,"",0,"warmup",60,8,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Deadlift (Barbell)",,"",1,"normal",100,6,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Deadlift (Barbell)",,"",2,"normal",140,4,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Deadlift (Barbell)",,"",3,"normal",140,4,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Deadlift (Barbell)",,"",4,"normal",140,4,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Deadlift (Barbell)",,"",5,"normal",140,4,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Bench Press (Barbell)",,"",0,"normal",60,12,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Bench Press (Barbell)",,"",1,"normal",60,12,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Bench Press (Barbell)",,"",2,"normal",70,8,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Bench Press (Barbell)",,"",3,"normal",70,10,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Bench Press (Barbell)",,"",4,"normal",70,10,,,
"Legsback","1 Nov 2023, 16:32","1 Nov 2023, 18:12","","Bench Press (Barbell)",,"",5,"normal",70,10,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Overhead Press (Barbell)",,"",0,"warmup",20,20,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Overhead Press (Barbell)",,"",1,"normal",30,10,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Overhead Press (Barbell)",,"",2,"normal",30,10,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Overhead Press (Barbell)",,"",3,"normal",40,5,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Overhead Press (Barbell)",,"",4,"normal",40,5,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Overhead Press (Barbell)",,"",5,"normal",40,5,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Overhead Press (Barbell)",,"",6,"normal",40,5,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",60,18,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",60,20,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",73,14,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",73,14,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Seated Cable Row - V Grip (Cable)",,"",4,"normal",86,6,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Seated Cable Row - V Grip (Cable)",,"",5,"normal",86,6,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Seated Cable Row - V Grip (Cable)",,"",6,"normal",86,6,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Seated Cable Row - V Grip (Cable)",,"",7,"normal",60,12,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Standing Military Press (Barbell)",,"",0,"normal",20,16,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Standing Military Press (Barbell)",,"",1,"normal",20,16,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Standing Military Press (Barbell)",,"",2,"normal",30,10,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Standing Military Press (Barbell)",,"",3,"normal",30,10,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Standing Military Press (Barbell)",,"",4,"normal",35,8,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Standing Military Press (Barbell)",,"",5,"normal",35,8,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Chin Up (Weighted)",,"",0,"normal",,8,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Chin Up (Weighted)",,"",2,"normal",,8,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Chin Up (Weighted)",,"",3,"normal",,8,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Chin Up (Weighted)",,"",4,"normal",,8,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Chin Up (Weighted)",,"",5,"normal",,8,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Pendlay Row (Barbell)",,"",0,"normal",40,16,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Pendlay Row (Barbell)",,"",1,"normal",40,16,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Pendlay Row (Barbell)",,"",2,"normal",40,16,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Pendlay Row (Barbell)",,"",3,"normal",40,14,,,
"Upper Body","31 Oct 2023, 17:28","31 Oct 2023, 18:37","","Pendlay Row (Barbell)",,"",4,"normal",40,16,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Decline Crunch (Weighted)",,"",0,"normal",,30,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Decline Crunch (Weighted)",,"",1,"normal",,30,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Decline Crunch (Weighted)",,"",2,"normal",,20,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Decline Crunch (Weighted)",,"",3,"normal",,20,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Decline Crunch (Weighted)",,"",4,"normal",,20,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Side Bend (Dumbbell)",,"",0,"normal",25,40,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Side Bend (Dumbbell)",,"",1,"normal",30,40,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Side Bend (Dumbbell)",,"",2,"normal",35,40,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Side Bend (Dumbbell)",,"",3,"normal",35,32,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Side Bend (Dumbbell)",,"",4,"normal",35,32,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Front Squat",,"",0,"normal",70,8,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Front Squat",,"",1,"normal",80,8,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Front Squat",,"",2,"normal",90,6,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Front Squat",,"",3,"normal",100,4,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Front Squat",,"",4,"normal",110,2,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Front Squat",,"",5,"normal",70,12,,,
"Light core","30 Oct 2023, 18:00","30 Oct 2023, 19:08","","Front Squat",,"",6,"normal",110,1,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Arnold Press (Dumbbell)",,"",0,"normal",30,14,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Arnold Press (Dumbbell)",,"",1,"normal",30,16,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Arnold Press (Dumbbell)",,"",2,"normal",30,16,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Arnold Press (Dumbbell)",,"",3,"normal",30,16,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Arnold Press (Dumbbell)",,"",4,"normal",40,8,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Arnold Press (Dumbbell)",,"",5,"normal",40,8,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Shoulder Press (Dumbbell)",,"",0,"warmup",35,14,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Shoulder Press (Dumbbell)",,"",1,"normal",35,16,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Shoulder Press (Dumbbell)",,"",2,"normal",35,16,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Shoulder Press (Dumbbell)",,"",3,"normal",35,16,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Shoulder Press (Dumbbell)",,"",4,"normal",45,9,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Shoulder Press (Dumbbell)",,"",5,"normal",45,12,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Reverse Curl (Barbell)",,"",0,"normal",20,20,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Reverse Curl (Barbell)",,"",1,"normal",20,20,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Reverse Curl (Barbell)",,"",2,"normal",20,20,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Reverse Curl (Barbell)",,"",3,"normal",20,20,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Reverse Curl (Barbell)",,"",4,"normal",20,20,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Reverse Curl (Barbell)",,"",5,"normal",20,8,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Preacher Curl (Barbell)",,"",0,"normal",10,24,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Preacher Curl (Barbell)",,"",1,"normal",15,20,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Preacher Curl (Barbell)",,"",2,"normal",15,20,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Preacher Curl (Barbell)",,"",3,"normal",20,15,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Preacher Curl (Barbell)",,"",4,"normal",20,15,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Preacher Curl (Barbell)",,"",5,"normal",25,6,,,
"Arms","29 Oct 2023, 17:10","29 Oct 2023, 18:33","","Preacher Curl (Barbell)",,"",6,"normal",25,8,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Leg Extension (Machine)",,"",0,"normal",45,8,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Leg Extension (Machine)",,"",1,"normal",45,20,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Leg Extension (Machine)",,"",2,"normal",45,30,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Leg Extension (Machine)",,"",3,"normal",45,40,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Leg Extension (Machine)",,"",4,"normal",72,10,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Leg Extension (Machine)",,"",5,"normal",72,15,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Leg Extension (Machine)",,"",6,"normal",72,16,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Leg Extension (Machine)",,"",7,"normal",72,16,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Leg Extension (Machine)",,"",8,"normal",45,40,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Seated Leg Curl (Machine)",,"",0,"normal",32,8,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Seated Leg Curl (Machine)",,"",1,"normal",32,20,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Seated Leg Curl (Machine)",,"",2,"normal",32,30,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Seated Leg Curl (Machine)",,"",3,"normal",32,40,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Seated Leg Curl (Machine)",,"",4,"normal",50,10,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Seated Leg Curl (Machine)",,"",5,"normal",50,10,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Seated Leg Curl (Machine)",,"",6,"normal",45,16,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Seated Leg Curl (Machine)",,"",7,"normal",45,16,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Seated Leg Curl (Machine)",,"",8,"normal",27,40,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Bench Press (Barbell)",,"",0,"normal",60,10,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Bench Press (Barbell)",,"",1,"normal",60,14,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Bench Press (Barbell)",,"",2,"normal",60,14,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Bench Press (Barbell)",,"",3,"normal",70,10,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Bench Press (Barbell)",,"",4,"normal",70,10,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Bench Press (Barbell)",,"",5,"normal",70,10,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Chest Press (Machine)",,"",0,"normal",41,20,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Chest Press (Machine)",,"",1,"normal",41,20,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Chest Press (Machine)",,"",2,"normal",59,10,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Chest Press (Machine)",,"",3,"normal",59,10,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Chest Press (Machine)",,"",4,"normal",59,10,,,
"Afternoon workout 💪","28 Oct 2023, 13:43","28 Oct 2023, 15:47","","Chest Press (Machine)",,"",5,"normal",,2,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Overhead Press (Barbell)",,"",0,"warmup",30,14,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Overhead Press (Barbell)",,"",1,"normal",30,14,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Overhead Press (Barbell)",,"",2,"normal",30,14,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Overhead Press (Barbell)",,"",3,"normal",30,14,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Overhead Press (Barbell)",,"",4,"normal",40,6,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Overhead Press (Barbell)",,"",5,"normal",40,6,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Overhead Press (Barbell)",,"",6,"normal",40,6,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",60,18,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",60,18,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",73,14,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",73,14,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Seated Cable Row - V Grip (Cable)",,"",4,"normal",73,12,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Seated Cable Row - V Grip (Cable)",,"",5,"normal",60,18,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Seated Cable Row - V Grip (Cable)",,"",6,"normal",60,12,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Standing Military Press (Barbell)",,"",0,"normal",20,14,,,
"Upper Body","27 Oct 2023, 18:12","27 Oct 2023, 19:30","","Standing Military Press (Barbell)",,"",1,"normal",20,16,,,
